timestamp,src_ip,src_host,dst_ip,dst_host,user,event_type,process,port,protocol,severity,description
2026-07-01T08:42:18,10.0.3.5,domain-controller,10.0.1.10,dmz-web-01,svc_backup,file_access,explorer.exe,445,tcp,info,Routine file access from domain-controller to dmz-web-01
2026-07-01T08:44:46,10.0.2.13,ws-eng-03,10.0.1.10,dmz-web-01,r.chen,login_success,winlogon.exe,445,tcp,info,Routine login success from ws-eng-03 to dmz-web-01
2026-07-01T08:47:28,10.0.1.10,dmz-web-01,10.0.3.5,domain-controller,r.chen,login_success,winlogon.exe,445,tcp,info,Routine login success from dmz-web-01 to domain-controller
2026-07-01T08:51:10,10.0.2.13,ws-eng-03,10.0.2.12,ws-hr-02,j.smith,login_success,winlogon.exe,445,tcp,info,Routine login success from ws-eng-03 to ws-hr-02
2026-07-01T08:51:30,10.0.2.12,ws-hr-02,10.0.3.20,db-primary,a.patel,http_request,chrome.exe,443,tcp,info,Routine http request from ws-hr-02 to db-primary
2026-07-01T08:58:06,10.0.3.5,domain-controller,10.0.2.11,ws-finance-01,r.chen,dns_query,svchost.exe,53,tcp,info,Routine dns query from domain-controller to ws-finance-01
2026-07-01T08:59:12,10.0.2.11,ws-finance-01,10.0.1.10,dmz-web-01,j.smith,file_access,explorer.exe,445,tcp,info,Routine file access from ws-finance-01 to dmz-web-01
2026-07-01T09:00:55,10.0.2.13,ws-eng-03,10.0.3.20,db-primary,m.oconnor,file_access,explorer.exe,445,tcp,info,Routine file access from ws-eng-03 to db-primary
2026-07-01T09:02:59,10.0.2.13,ws-eng-03,10.0.2.12,ws-hr-02,j.smith,file_access,explorer.exe,445,tcp,info,Routine file access from ws-eng-03 to ws-hr-02
2026-07-01T09:03:02,10.0.3.5,domain-controller,10.0.0.1,edge-firewall,m.oconnor,dns_query,svchost.exe,53,tcp,info,Routine dns query from domain-controller to edge-firewall
2026-07-01T09:05:28,10.0.0.1,edge-firewall,10.0.3.5,domain-controller,svc_backup,dns_query,svchost.exe,53,tcp,info,Routine dns query from edge-firewall to domain-controller
2026-07-01T09:08:10,10.0.3.20,db-primary,10.0.0.1,edge-firewall,r.chen,http_request,chrome.exe,443,tcp,info,Routine http request from db-primary to edge-firewall
2026-07-01T09:09:36,10.0.3.20,db-primary,10.0.2.11,ws-finance-01,svc_backup,dns_query,svchost.exe,53,tcp,info,Routine dns query from db-primary to ws-finance-01
2026-07-01T09:12:49,10.0.1.10,dmz-web-01,10.0.3.20,db-primary,svc_backup,login_success,winlogon.exe,445,tcp,info,Routine login success from dmz-web-01 to db-primary
2026-07-01T09:15:32,10.0.2.13,ws-eng-03,10.0.2.12,ws-hr-02,a.patel,file_access,explorer.exe,445,tcp,info,Routine file access from ws-eng-03 to ws-hr-02
2026-07-01T09:22:22,10.0.2.11,ws-finance-01,10.0.2.13,ws-eng-03,a.patel,login_success,winlogon.exe,445,tcp,info,Routine login success from ws-finance-01 to ws-eng-03
2026-07-01T09:23:13,10.0.1.10,dmz-web-01,10.0.3.20,db-primary,r.chen,login_success,winlogon.exe,445,tcp,info,Routine login success from dmz-web-01 to db-primary
2026-07-01T09:26:56,10.0.3.5,domain-controller,10.0.3.20,db-primary,m.oconnor,dns_query,svchost.exe,53,tcp,info,Routine dns query from domain-controller to db-primary
2026-07-01T09:28:14,10.0.2.11,ws-finance-01,10.0.3.20,db-primary,m.oconnor,dns_query,svchost.exe,53,tcp,info,Routine dns query from ws-finance-01 to db-primary
2026-07-01T09:29:54,10.0.2.12,ws-hr-02,10.0.1.10,dmz-web-01,j.smith,http_request,chrome.exe,443,tcp,info,Routine http request from ws-hr-02 to dmz-web-01
2026-07-01T09:30:10,10.0.1.10,dmz-web-01,10.0.3.5,domain-controller,r.chen,http_request,chrome.exe,443,tcp,info,Routine http request from dmz-web-01 to domain-controller
2026-07-01T09:31:38,10.0.2.12,ws-hr-02,10.0.3.5,domain-controller,m.oconnor,file_access,explorer.exe,445,tcp,info,Routine file access from ws-hr-02 to domain-controller
2026-07-01T09:36:03,10.0.3.20,db-primary,10.0.0.1,edge-firewall,a.patel,http_request,chrome.exe,443,tcp,info,Routine http request from db-primary to edge-firewall
2026-07-01T09:43:42,10.0.3.5,domain-controller,10.0.3.20,db-primary,a.patel,http_request,chrome.exe,443,tcp,info,Routine http request from domain-controller to db-primary
2026-07-01T09:43:48,10.0.2.13,ws-eng-03,10.0.0.1,edge-firewall,r.chen,http_request,chrome.exe,443,tcp,info,Routine http request from ws-eng-03 to edge-firewall
2026-07-01T09:48:35,10.0.1.10,dmz-web-01,10.0.2.13,ws-eng-03,r.chen,login_success,winlogon.exe,445,tcp,info,Routine login success from dmz-web-01 to ws-eng-03
2026-07-01T09:48:59,10.0.0.1,edge-firewall,10.0.3.20,db-primary,a.patel,http_request,chrome.exe,443,tcp,info,Routine http request from edge-firewall to db-primary
2026-07-01T09:51:33,10.0.2.12,ws-hr-02,10.0.3.5,domain-controller,m.oconnor,file_access,explorer.exe,445,tcp,info,Routine file access from ws-hr-02 to domain-controller
2026-07-01T09:55:13,10.0.2.11,ws-finance-01,10.0.2.12,ws-hr-02,j.smith,file_access,explorer.exe,445,tcp,info,Routine file access from ws-finance-01 to ws-hr-02
2026-07-01T09:56:24,10.0.2.13,ws-eng-03,10.0.0.1,edge-firewall,r.chen,login_success,winlogon.exe,445,tcp,info,Routine login success from ws-eng-03 to edge-firewall
2026-07-01T09:57:35,10.0.2.12,ws-hr-02,10.0.2.11,ws-finance-01,a.patel,file_access,explorer.exe,445,tcp,info,Routine file access from ws-hr-02 to ws-finance-01
2026-07-01T09:59:02,10.0.1.10,dmz-web-01,10.0.2.12,ws-hr-02,r.chen,login_success,winlogon.exe,445,tcp,info,Routine login success from dmz-web-01 to ws-hr-02
2026-07-01T09:59:50,10.0.3.5,domain-controller,10.0.2.13,ws-eng-03,svc_backup,dns_query,svchost.exe,53,tcp,info,Routine dns query from domain-controller to ws-eng-03
2026-07-01T10:00:00,,,10.0.2.11,ws-finance-01,j.smith,process_creation,invoice_march.exe.scr,,,high,Suspicious double-extension executable launched from email attachment
2026-07-01T10:00:16,10.0.0.1,edge-firewall,10.0.2.13,ws-eng-03,r.chen,dns_query,svchost.exe,53,tcp,info,Routine dns query from edge-firewall to ws-eng-03
2026-07-01T10:02:27,10.0.0.1,edge-firewall,10.0.3.5,domain-controller,m.oconnor,login_success,winlogon.exe,445,tcp,info,Routine login success from edge-firewall to domain-controller
2026-07-01T10:03:00,10.0.2.11,ws-finance-01,10.0.0.1,edge-firewall,j.smith,network_connection,invoice_march.exe.scr,443,tcp,high,Beacon-like outbound connection to unfamiliar external host (C2 check-in)
2026-07-01T10:13:44,10.0.3.5,domain-controller,10.0.0.1,edge-firewall,m.oconnor,login_success,winlogon.exe,445,tcp,info,Routine login success from domain-controller to edge-firewall
2026-07-01T10:15:00,10.0.2.11,ws-finance-01,10.0.2.12,ws-hr-02,j.smith,smb_session,invoice_march.exe.scr,445,tcp,medium,SMB session established to shared folder on ws-hr-02
2026-07-01T10:15:02,10.0.3.5,domain-controller,10.0.0.1,edge-firewall,j.smith,login_success,winlogon.exe,445,tcp,info,Routine login success from domain-controller to edge-firewall
2026-07-01T10:15:47,10.0.2.12,ws-hr-02,10.0.3.5,domain-controller,j.smith,file_access,explorer.exe,445,tcp,info,Routine file access from ws-hr-02 to domain-controller
2026-07-01T10:19:00,10.0.2.11,ws-finance-01,10.0.2.12,ws-hr-02,j.smith,remote_process_creation,svchost32.exe,445,tcp,high,Remote process creation on ws-hr-02 originating from ws-finance-01
2026-07-01T10:21:33,10.0.1.10,dmz-web-01,10.0.3.5,domain-controller,svc_backup,http_request,chrome.exe,443,tcp,info,Routine http request from dmz-web-01 to domain-controller
2026-07-01T10:24:27,10.0.0.1,edge-firewall,10.0.2.11,ws-finance-01,r.chen,file_access,explorer.exe,445,tcp,info,Routine file access from edge-firewall to ws-finance-01
2026-07-01T10:24:39,10.0.2.12,ws-hr-02,10.0.3.5,domain-controller,a.patel,http_request,chrome.exe,443,tcp,info,Routine http request from ws-hr-02 to domain-controller
2026-07-01T10:27:00,10.0.2.12,ws-hr-02,,,SYSTEM,credential_access,lsass_dump.exe,,,critical,LSASS memory access consistent with credential dumping
2026-07-01T10:31:48,10.0.1.10,dmz-web-01,10.0.3.20,db-primary,svc_backup,login_success,winlogon.exe,445,tcp,info,Routine login success from dmz-web-01 to db-primary
2026-07-01T10:33:00,10.0.2.12,ws-hr-02,10.0.3.5,domain-controller,a.patel,kerberos_auth,lsass_dump.exe,88,tcp,critical,Anomalous Kerberos ticket request using a.patel's credentials
2026-07-01T10:33:52,10.0.0.1,edge-firewall,10.0.3.5,domain-controller,m.oconnor,dns_query,svchost.exe,53,tcp,info,Routine dns query from edge-firewall to domain-controller
2026-07-01T10:34:59,10.0.3.20,db-primary,10.0.3.5,domain-controller,j.smith,dns_query,svchost.exe,53,tcp,info,Routine dns query from db-primary to domain-controller
2026-07-01T10:36:41,10.0.2.11,ws-finance-01,10.0.2.12,ws-hr-02,m.oconnor,login_success,winlogon.exe,445,tcp,info,Routine login success from ws-finance-01 to ws-hr-02
2026-07-01T10:43:00,10.0.3.5,domain-controller,10.0.3.20,db-primary,svc_backup,service_account_login,psexec.exe,445,tcp,critical,Service account used interactively from domain controller
2026-07-01T10:43:30,10.0.3.5,domain-controller,10.0.2.13,ws-eng-03,r.chen,login_success,winlogon.exe,445,tcp,info,Routine login success from domain-controller to ws-eng-03
2026-07-01T10:49:52,10.0.2.13,ws-eng-03,10.0.3.5,domain-controller,a.patel,login_success,winlogon.exe,445,tcp,info,Routine login success from ws-eng-03 to domain-controller
2026-07-01T10:51:26,10.0.0.1,edge-firewall,10.0.3.5,domain-controller,r.chen,file_access,explorer.exe,445,tcp,info,Routine file access from edge-firewall to domain-controller
2026-07-01T10:52:40,10.0.1.10,dmz-web-01,10.0.3.5,domain-controller,svc_backup,file_access,explorer.exe,445,tcp,info,Routine file access from dmz-web-01 to domain-controller
2026-07-01T10:58:00,10.0.3.20,db-primary,,,svc_backup,large_data_transfer,curl.exe,443,tcp,critical,Large outbound data transfer (2.3 GB) to external IP
2026-07-01T11:03:25,10.0.3.5,domain-controller,10.0.2.11,ws-finance-01,m.oconnor,dns_query,svchost.exe,53,tcp,info,Routine dns query from domain-controller to ws-finance-01
2026-07-01T11:04:38,10.0.0.1,edge-firewall,10.0.1.10,dmz-web-01,j.smith,dns_query,svchost.exe,53,tcp,info,Routine dns query from edge-firewall to dmz-web-01
2026-07-01T11:13:09,10.0.1.10,dmz-web-01,10.0.3.5,domain-controller,j.smith,dns_query,svchost.exe,53,tcp,info,Routine dns query from dmz-web-01 to domain-controller
2026-07-01T11:15:24,10.0.0.1,edge-firewall,10.0.2.11,ws-finance-01,j.smith,file_access,explorer.exe,445,tcp,info,Routine file access from edge-firewall to ws-finance-01
2026-07-01T11:22:10,10.0.2.12,ws-hr-02,10.0.3.5,domain-controller,a.patel,file_access,explorer.exe,445,tcp,info,Routine file access from ws-hr-02 to domain-controller
2026-07-01T11:27:29,10.0.3.20,db-primary,10.0.2.11,ws-finance-01,j.smith,login_success,winlogon.exe,445,tcp,info,Routine login success from db-primary to ws-finance-01
2026-07-01T11:27:44,10.0.2.13,ws-eng-03,10.0.3.5,domain-controller,r.chen,login_success,winlogon.exe,445,tcp,info,Routine login success from ws-eng-03 to domain-controller
2026-07-01T11:32:22,10.0.2.11,ws-finance-01,10.0.2.12,ws-hr-02,j.smith,http_request,chrome.exe,443,tcp,info,Routine http request from ws-finance-01 to ws-hr-02
2026-07-01T11:36:09,10.0.3.5,domain-controller,10.0.2.11,ws-finance-01,m.oconnor,dns_query,svchost.exe,53,tcp,info,Routine dns query from domain-controller to ws-finance-01
2026-07-01T11:37:54,10.0.3.20,db-primary,10.0.3.5,domain-controller,m.oconnor,dns_query,svchost.exe,53,tcp,info,Routine dns query from db-primary to domain-controller
2026-07-01T11:39:45,10.0.2.11,ws-finance-01,10.0.3.5,domain-controller,m.oconnor,http_request,chrome.exe,443,tcp,info,Routine http request from ws-finance-01 to domain-controller
2026-07-01T11:45:10,10.0.1.10,dmz-web-01,10.0.3.20,db-primary,a.patel,dns_query,svchost.exe,53,tcp,info,Routine dns query from dmz-web-01 to db-primary
2026-07-01T11:46:20,10.0.2.13,ws-eng-03,10.0.3.20,db-primary,svc_backup,login_success,winlogon.exe,445,tcp,info,Routine login success from ws-eng-03 to db-primary
2026-07-01T11:49:37,10.0.3.5,domain-controller,10.0.2.11,ws-finance-01,a.patel,dns_query,svchost.exe,53,tcp,info,Routine dns query from domain-controller to ws-finance-01
2026-07-01T11:50:24,10.0.1.10,dmz-web-01,10.0.2.13,ws-eng-03,a.patel,http_request,chrome.exe,443,tcp,info,Routine http request from dmz-web-01 to ws-eng-03
2026-07-01T11:51:19,10.0.0.1,edge-firewall,10.0.3.5,domain-controller,m.oconnor,http_request,chrome.exe,443,tcp,info,Routine http request from edge-firewall to domain-controller
2026-07-01T11:53:58,10.0.1.10,dmz-web-01,10.0.3.5,domain-controller,r.chen,file_access,explorer.exe,445,tcp,info,Routine file access from dmz-web-01 to domain-controller
2026-07-01T11:55:32,10.0.3.20,db-primary,10.0.2.13,ws-eng-03,m.oconnor,dns_query,svchost.exe,53,tcp,info,Routine dns query from db-primary to ws-eng-03
2026-07-01T11:58:19,10.0.2.13,ws-eng-03,10.0.2.12,ws-hr-02,m.oconnor,file_access,explorer.exe,445,tcp,info,Routine file access from ws-eng-03 to ws-hr-02
2026-07-01T11:59:18,10.0.1.10,dmz-web-01,10.0.2.11,ws-finance-01,a.patel,file_access,explorer.exe,445,tcp,info,Routine file access from dmz-web-01 to ws-finance-01
2026-07-01T12:01:16,10.0.1.10,dmz-web-01,10.0.2.12,ws-hr-02,svc_backup,file_access,explorer.exe,445,tcp,info,Routine file access from dmz-web-01 to ws-hr-02
2026-07-01T12:03:31,10.0.3.20,db-primary,10.0.3.5,domain-controller,r.chen,http_request,chrome.exe,443,tcp,info,Routine http request from db-primary to domain-controller
2026-07-01T12:05:19,10.0.3.5,domain-controller,10.0.2.13,ws-eng-03,a.patel,http_request,chrome.exe,443,tcp,info,Routine http request from domain-controller to ws-eng-03
2026-07-01T12:06:34,10.0.3.5,domain-controller,10.0.2.11,ws-finance-01,r.chen,http_request,chrome.exe,443,tcp,info,Routine http request from domain-controller to ws-finance-01
2026-07-01T12:08:19,10.0.2.11,ws-finance-01,10.0.2.12,ws-hr-02,a.patel,file_access,explorer.exe,445,tcp,info,Routine file access from ws-finance-01 to ws-hr-02
2026-07-01T12:12:27,10.0.3.5,domain-controller,10.0.1.10,dmz-web-01,a.patel,dns_query,svchost.exe,53,tcp,info,Routine dns query from domain-controller to dmz-web-01
2026-07-01T12:15:37,10.0.0.1,edge-firewall,10.0.2.12,ws-hr-02,r.chen,http_request,chrome.exe,443,tcp,info,Routine http request from edge-firewall to ws-hr-02
2026-07-01T12:16:51,10.0.3.20,db-primary,10.0.2.12,ws-hr-02,j.smith,file_access,explorer.exe,445,tcp,info,Routine file access from db-primary to ws-hr-02
2026-07-01T12:18:25,10.0.2.12,ws-hr-02,10.0.3.5,domain-controller,r.chen,dns_query,svchost.exe,53,tcp,info,Routine dns query from ws-hr-02 to domain-controller
2026-07-01T12:19:29,10.0.1.10,dmz-web-01,10.0.0.1,edge-firewall,a.patel,login_success,winlogon.exe,445,tcp,info,Routine login success from dmz-web-01 to edge-firewall
2026-07-01T12:24:39,10.0.3.20,db-primary,10.0.1.10,dmz-web-01,r.chen,file_access,explorer.exe,445,tcp,info,Routine file access from db-primary to dmz-web-01
2026-07-01T12:25:13,10.0.3.20,db-primary,10.0.1.10,dmz-web-01,svc_backup,dns_query,svchost.exe,53,tcp,info,Routine dns query from db-primary to dmz-web-01
2026-07-01T12:26:48,10.0.3.5,domain-controller,10.0.3.20,db-primary,r.chen,file_access,explorer.exe,445,tcp,info,Routine file access from domain-controller to db-primary
2026-07-01T12:29:59,10.0.3.5,domain-controller,10.0.2.13,ws-eng-03,svc_backup,dns_query,svchost.exe,53,tcp,info,Routine dns query from domain-controller to ws-eng-03
2026-07-01T12:36:57,10.0.3.5,domain-controller,10.0.3.20,db-primary,m.oconnor,login_success,winlogon.exe,445,tcp,info,Routine login success from domain-controller to db-primary
2026-07-01T12:37:20,10.0.2.13,ws-eng-03,10.0.2.12,ws-hr-02,j.smith,dns_query,svchost.exe,53,tcp,info,Routine dns query from ws-eng-03 to ws-hr-02
2026-07-01T12:40:47,10.0.0.1,edge-firewall,10.0.3.20,db-primary,j.smith,file_access,explorer.exe,445,tcp,info,Routine file access from edge-firewall to db-primary
2026-07-01T12:43:56,10.0.2.11,ws-finance-01,10.0.0.1,edge-firewall,j.smith,http_request,chrome.exe,443,tcp,info,Routine http request from ws-finance-01 to edge-firewall
2026-07-01T12:54:29,10.0.1.10,dmz-web-01,10.0.2.11,ws-finance-01,a.patel,http_request,chrome.exe,443,tcp,info,Routine http request from dmz-web-01 to ws-finance-01
2026-07-01T12:54:31,10.0.2.11,ws-finance-01,10.0.2.13,ws-eng-03,a.patel,http_request,chrome.exe,443,tcp,info,Routine http request from ws-finance-01 to ws-eng-03
2026-07-01T13:04:25,10.0.3.20,db-primary,10.0.3.5,domain-controller,j.smith,http_request,chrome.exe,443,tcp,info,Routine http request from db-primary to domain-controller
2026-07-01T13:10:48,10.0.3.5,domain-controller,10.0.2.12,ws-hr-02,r.chen,dns_query,svchost.exe,53,tcp,info,Routine dns query from domain-controller to ws-hr-02
2026-07-01T13:14:27,10.0.0.1,edge-firewall,10.0.2.13,ws-eng-03,m.oconnor,login_success,winlogon.exe,445,tcp,info,Routine login success from edge-firewall to ws-eng-03
2026-07-01T13:23:15,10.0.2.12,ws-hr-02,10.0.1.10,dmz-web-01,svc_backup,login_success,winlogon.exe,445,tcp,info,Routine login success from ws-hr-02 to dmz-web-01
2026-07-01T13:24:58,10.0.0.1,edge-firewall,10.0.3.20,db-primary,j.smith,dns_query,svchost.exe,53,tcp,info,Routine dns query from edge-firewall to db-primary
2026-07-01T13:25:43,10.0.0.1,edge-firewall,10.0.1.10,dmz-web-01,svc_backup,dns_query,svchost.exe,53,tcp,info,Routine dns query from edge-firewall to dmz-web-01
2026-07-01T13:32:34,10.0.3.20,db-primary,10.0.3.5,domain-controller,r.chen,file_access,explorer.exe,445,tcp,info,Routine file access from db-primary to domain-controller
2026-07-01T13:32:40,10.0.2.11,ws-finance-01,10.0.1.10,dmz-web-01,j.smith,file_access,explorer.exe,445,tcp,info,Routine file access from ws-finance-01 to dmz-web-01
2026-07-01T13:34:35,10.0.3.20,db-primary,10.0.2.12,ws-hr-02,svc_backup,file_access,explorer.exe,445,tcp,info,Routine file access from db-primary to ws-hr-02
2026-07-01T13:39:14,10.0.3.20,db-primary,10.0.0.1,edge-firewall,svc_backup,login_success,winlogon.exe,445,tcp,info,Routine login success from db-primary to edge-firewall
2026-07-01T13:46:24,10.0.2.11,ws-finance-01,10.0.3.20,db-primary,j.smith,login_success,winlogon.exe,445,tcp,info,Routine login success from ws-finance-01 to db-primary
2026-07-01T13:50:20,10.0.0.1,edge-firewall,10.0.3.20,db-primary,m.oconnor,file_access,explorer.exe,445,tcp,info,Routine file access from edge-firewall to db-primary
2026-07-01T13:51:01,10.0.2.13,ws-eng-03,10.0.3.5,domain-controller,j.smith,login_success,winlogon.exe,445,tcp,info,Routine login success from ws-eng-03 to domain-controller
2026-07-01T13:56:09,10.0.0.1,edge-firewall,10.0.2.12,ws-hr-02,j.smith,login_success,winlogon.exe,445,tcp,info,Routine login success from edge-firewall to ws-hr-02
2026-07-01T13:57:57,10.0.2.13,ws-eng-03,10.0.3.5,domain-controller,a.patel,file_access,explorer.exe,445,tcp,info,Routine file access from ws-eng-03 to domain-controller
2026-07-01T14:00:27,10.0.3.20,db-primary,10.0.1.10,dmz-web-01,j.smith,dns_query,svchost.exe,53,tcp,info,Routine dns query from db-primary to dmz-web-01
2026-07-01T14:12:18,10.0.2.13,ws-eng-03,10.0.2.11,ws-finance-01,j.smith,login_success,winlogon.exe,445,tcp,info,Routine login success from ws-eng-03 to ws-finance-01
2026-07-01T14:15:27,10.0.2.13,ws-eng-03,10.0.1.10,dmz-web-01,a.patel,file_access,explorer.exe,445,tcp,info,Routine file access from ws-eng-03 to dmz-web-01
2026-07-01T14:20:25,10.0.3.20,db-primary,10.0.2.12,ws-hr-02,svc_backup,file_access,explorer.exe,445,tcp,info,Routine file access from db-primary to ws-hr-02
2026-07-01T14:21:16,10.0.2.13,ws-eng-03,10.0.2.11,ws-finance-01,a.patel,login_success,winlogon.exe,445,tcp,info,Routine login success from ws-eng-03 to ws-finance-01
2026-07-01T14:39:43,10.0.1.10,dmz-web-01,10.0.2.13,ws-eng-03,j.smith,login_success,winlogon.exe,445,tcp,info,Routine login success from dmz-web-01 to ws-eng-03
2026-07-01T14:41:48,10.0.2.11,ws-finance-01,10.0.1.10,dmz-web-01,r.chen,login_success,winlogon.exe,445,tcp,info,Routine login success from ws-finance-01 to dmz-web-01
2026-07-01T14:48:14,10.0.2.12,ws-hr-02,10.0.3.20,db-primary,r.chen,http_request,chrome.exe,443,tcp,info,Routine http request from ws-hr-02 to db-primary
2026-07-01T14:49:18,10.0.3.20,db-primary,10.0.2.13,ws-eng-03,r.chen,http_request,chrome.exe,443,tcp,info,Routine http request from db-primary to ws-eng-03
2026-07-01T14:50:07,10.0.2.12,ws-hr-02,10.0.1.10,dmz-web-01,j.smith,dns_query,svchost.exe,53,tcp,info,Routine dns query from ws-hr-02 to dmz-web-01
2026-07-01T14:50:41,10.0.2.11,ws-finance-01,10.0.3.20,db-primary,m.oconnor,http_request,chrome.exe,443,tcp,info,Routine http request from ws-finance-01 to db-primary
2026-07-01T14:51:29,10.0.2.12,ws-hr-02,10.0.0.1,edge-firewall,m.oconnor,file_access,explorer.exe,445,tcp,info,Routine file access from ws-hr-02 to edge-firewall
2026-07-01T14:51:32,10.0.2.13,ws-eng-03,10.0.3.20,db-primary,j.smith,login_success,winlogon.exe,445,tcp,info,Routine login success from ws-eng-03 to db-primary
2026-07-01T14:58:14,10.0.2.12,ws-hr-02,10.0.3.20,db-primary,r.chen,login_success,winlogon.exe,445,tcp,info,Routine login success from ws-hr-02 to db-primary
2026-07-01T15:00:24,10.0.1.10,dmz-web-01,10.0.3.20,db-primary,svc_backup,http_request,chrome.exe,443,tcp,info,Routine http request from dmz-web-01 to db-primary
2026-07-01T15:05:14,10.0.1.10,dmz-web-01,10.0.2.11,ws-finance-01,r.chen,dns_query,svchost.exe,53,tcp,info,Routine dns query from dmz-web-01 to ws-finance-01
2026-07-01T15:08:12,10.0.2.12,ws-hr-02,10.0.0.1,edge-firewall,m.oconnor,http_request,chrome.exe,443,tcp,info,Routine http request from ws-hr-02 to edge-firewall
2026-07-01T15:08:30,10.0.1.10,dmz-web-01,10.0.3.5,domain-controller,a.patel,http_request,chrome.exe,443,tcp,info,Routine http request from dmz-web-01 to domain-controller
2026-07-01T15:18:07,10.0.0.1,edge-firewall,10.0.1.10,dmz-web-01,svc_backup,file_access,explorer.exe,445,tcp,info,Routine file access from edge-firewall to dmz-web-01
2026-07-01T15:19:39,10.0.3.20,db-primary,10.0.0.1,edge-firewall,j.smith,dns_query,svchost.exe,53,tcp,info,Routine dns query from db-primary to edge-firewall
2026-07-01T15:20:29,10.0.3.20,db-primary,10.0.1.10,dmz-web-01,a.patel,file_access,explorer.exe,445,tcp,info,Routine file access from db-primary to dmz-web-01
2026-07-01T15:20:47,10.0.3.20,db-primary,10.0.2.13,ws-eng-03,r.chen,file_access,explorer.exe,445,tcp,info,Routine file access from db-primary to ws-eng-03
2026-07-01T15:26:58,10.0.2.13,ws-eng-03,10.0.3.5,domain-controller,j.smith,file_access,explorer.exe,445,tcp,info,Routine file access from ws-eng-03 to domain-controller
2026-07-01T15:28:07,10.0.3.20,db-primary,10.0.2.12,ws-hr-02,m.oconnor,file_access,explorer.exe,445,tcp,info,Routine file access from db-primary to ws-hr-02
2026-07-01T15:39:01,10.0.2.11,ws-finance-01,10.0.3.5,domain-controller,a.patel,http_request,chrome.exe,443,tcp,info,Routine http request from ws-finance-01 to domain-controller
2026-07-01T15:40:18,10.0.2.12,ws-hr-02,10.0.2.11,ws-finance-01,m.oconnor,dns_query,svchost.exe,53,tcp,info,Routine dns query from ws-hr-02 to ws-finance-01
2026-07-01T15:47:07,10.0.3.5,domain-controller,10.0.1.10,dmz-web-01,j.smith,file_access,explorer.exe,445,tcp,info,Routine file access from domain-controller to dmz-web-01
2026-07-01T15:50:16,10.0.2.13,ws-eng-03,10.0.2.12,ws-hr-02,j.smith,login_success,winlogon.exe,445,tcp,info,Routine login success from ws-eng-03 to ws-hr-02
2026-07-01T15:50:36,10.0.2.12,ws-hr-02,10.0.0.1,edge-firewall,r.chen,file_access,explorer.exe,445,tcp,info,Routine file access from ws-hr-02 to edge-firewall
2026-07-01T15:52:03,10.0.1.10,dmz-web-01,10.0.2.12,ws-hr-02,m.oconnor,file_access,explorer.exe,445,tcp,info,Routine file access from dmz-web-01 to ws-hr-02
